semantic_id,client,seed
cifar100_proser_fedavg__split01__seed2__d0.1,3,2779651911
cifar100_proser_fedavg__split01__seed2__d0.1,4,2338543508
cifar100_proser_fedavg__split01__seed2__d0.5,0,2838071953
cifar100_proser_fedavg__split01__seed2__d0.5,1,1033041926
cifar100_proser_fedavg__split01__seed2__d0.5,2,3172178439
cifar100_proser_fedavg__split01__seed2__d0.5,3,4263936518
cifar100_proser_fedavg__split01__seed2__d0.5,4,127390438
cifar100_proser_fedavg__split01__seed2__d5.0,0,417703633
cifar100_proser_fedavg__split01__seed2__d5.0,1,1484425168
cifar100_proser_fedavg__split01__seed2__d5.0,2,2473295812
cifar100_proser_fedavg__split01__seed2__d5.0,3,22947824
cifar100_proser_fedavg__split01__seed2__d5.0,4,1265361588
cifar100_proser_fedavg__split01__seed3__d0.1,0,1626879965
cifar100_proser_fedavg__split01__seed3__d0.1,1,4041357342
cifar100_proser_fedavg__split01__seed3__d0.1,2,2147790460
cifar100_proser_fedavg__split01__seed3__d0.1,3,855062968
cifar100_proser_fedavg__split01__seed3__d0.1,4,2470778807
cifar100_proser_fedavg__split01__seed3__d0.5,0,1441722250
cifar100_proser_fedavg__split01__seed3__d0.5,1,3434686303
cifar100_proser_fedavg__split01__seed3__d0.5,2,4063773253
cifar100_proser_fedavg__split01__seed3__d0.5,3,311332138
cifar100_proser_fedavg__split01__seed3__d0.5,4,66733554
cifar100_proser_fedavg__split01__seed3__d5.0,0,1142028686
cifar100_proser_fedavg__split01__seed3__d5.0,1,2840938080
cifar100_proser_fedavg__split01__seed3__d5.0,2,2082268273
cifar100_proser_fedavg__split01__seed3__d5.0,3,2381478739
cifar100_proser_fedavg__split01__seed3__d5.0,4,789977025
cifar100_proser_fedavg__split01__seed4__d0.1,0,3727141755
cifar100_proser_fedavg__split01__seed4__d0.1,1,3977087587
cifar100_proser_fedavg__split01__seed4__d0.1,2,770412653
cifar100_proser_fedavg__split01__seed4__d0.1,3,1280115858
cifar100_proser_fedavg__split01__seed4__d0.1,4,735675721
cifar100_proser_fedavg__split01__seed4__d0.5,0,1450651791
cifar100_proser_fedavg__split01__seed4__d0.5,1,1835229022
cifar100_proser_fedavg__split01__seed4__d0.5,2,3679204780
cifar100_proser_fedavg__split01__seed4__d0.5,3,667028119
cifar100_proser_fedavg__split01__seed4__d0.5,4,765815614
cifar100_proser_fedavg__split01__seed4__d5.0,0,3960120017
cifar100_proser_fedavg__split01__seed4__d5.0,1,3038211545
cifar100_proser_fedavg__split01__seed4__d5.0,2,25165471
cifar100_proser_fedavg__split01__seed4__d5.0,3,4180991291
cifar100_proser_fedavg__split01__seed4__d5.0,4,443985333
cifar100_proser_fedavg__split02__seed0__d0.1,0,28518621
cifar100_proser_fedavg__split02__seed0__d0.1,1,20033795
cifar100_proser_fedavg__split02__seed0__d0.1,2,3031671814
cifar100_proser_fedavg__split02__seed0__d0.1,3,4090311989
cifar100_proser_fedavg__split02__seed0__d0.1,4,1333898906
cifar100_proser_fedavg__split02__seed0__d0.5,0,4105939763
cifar100_proser_fedavg__split02__seed0__d0.5,1,3419911574
cifar100_proser_fedavg__split02__seed0__d0.5,2,1153265677
cifar100_proser_fedavg__split02__seed0__d0.5,3,201690487
cifar100_proser_fedavg__split02__seed0__d0.5,4,2537369252
cifar100_proser_fedavg__split02__seed0__d5.0,0,1970234401
cifar100_proser_fedavg__split02__seed0__d5.0,1,2859956535
cifar100_proser_fedavg__split02__seed0__d5.0,2,358834468
cifar100_proser_fedavg__split02__seed0__d5.0,3,2580339231
cifar100_proser_fedavg__split02__seed0__d5.0,4,507246157
cifar100_proser_fedavg__split02__seed1__d0.1,0,966181097
cifar100_proser_fedavg__split02__seed1__d0.1,1,181099719
cifar100_proser_fedavg__split02__seed1__d0.1,2,1663805284
cifar100_proser_fedavg__split02__seed1__d0.1,3,4148284723
cifar100_proser_fedavg__split02__seed1__d0.1,4,4029239725
cifar100_proser_fedavg__split02__seed1__d0.5,0,2782050668
cifar100_proser_fedavg__split02__seed1__d0.5,1,991831092
cifar100_proser_fedavg__split02__seed1__d0.5,2,1120070594
cifar100_proser_fedavg__split02__seed1__d0.5,3,2020864384
cifar100_proser_fedavg__split02__seed1__d0.5,4,2265710721
cifar100_proser_fedavg__split02__seed1__d5.0,0,4035282519
cifar100_proser_fedavg__split02__seed1__d5.0,1,2154513991
cifar100_proser_fedavg__split02__seed1__d5.0,2,3881501675
cifar100_proser_fedavg__split02__seed1__d5.0,3,4199356045
cifar100_proser_fedavg__split02__seed1__d5.0,4,4054576588
cifar100_proser_fedavg__split02__seed2__d0.1,0,4215880014
cifar100_proser_fedavg__split02__seed2__d0.1,1,3183625187
cifar100_proser_fedavg__split02__seed2__d0.1,2,3597994102
cifar100_proser_fedavg__split02__seed2__d0.1,3,3035954629
cifar100_proser_fedavg__split02__seed2__d0.1,4,2235322668
cifar100_proser_fedavg__split02__seed2__d0.5,0,1225241407
cifar100_proser_fedavg__split02__seed2__d0.5,1,2777234322
cifar100_proser_fedavg__split02__seed2__d0.5,2,2838784647
cifar100_proser_fedavg__split02__seed2__d0.5,3,1400739852
cifar100_proser_fedavg__split02__seed2__d0.5,4,638449082
cifar100_proser_fedavg__split02__seed2__d5.0,0,895535849
cifar100_proser_fedavg__split02__seed2__d5.0,1,2676945422
cifar100_proser_fedavg__split02__seed2__d5.0,2,2449485930
cifar100_proser_fedavg__split02__seed2__d5.0,3,3003048508
cifar100_proser_fedavg__split02__seed2__d5.0,4,2811493910
cifar100_proser_fedavg__split02__seed3__d0.1,0,3403288388
cifar100_proser_fedavg__split02__seed3__d0.1,1,3510351368
cifar100_proser_fedavg__split02__seed3__d0.1,2,3383144594
cifar100_proser_fedavg__split02__seed3__d0.1,3,1272688406
cifar100_proser_fedavg__split02__seed3__d0.1,4,1604236173
cifar100_proser_fedavg__split02__seed3__d0.5,0,675217594
cifar100_proser_fedavg__split02__seed3__d0.5,1,110072435
cifar100_proser_fedavg__split02__seed3__d0.5,2,873499211
cifar100_proser_fedavg__split02__seed3__d0.5,3,1605777096
cifar100_proser_fedavg__split02__seed3__d0.5,4,3605006875
cifar100_proser_fedavg__split02__seed3__d5.0,0,678962871
cifar100_proser_fedavg__split02__seed3__d5.0,1,3593311116
cifar100_proser_fedavg__split02__seed3__d5.0,2,608385494
cifar100_proser_fedavg__split02__seed3__d5.0,3,632607735
cifar100_proser_fedavg__split02__seed3__d5.0,4,3442484727
cifar100_proser_fedavg__split02__seed4__d0.1,0,568922014
cifar100_proser_fedavg__split02__seed4__d0.1,1,50605010
cifar100_proser_fedavg__split02__seed4__d0.1,2,3989600403
cifar100_proser_fedavg__split02__seed4__d0.1,3,968122061
cifar100_proser_fedavg__split02__seed4__d0.1,4,4146849570
cifar100_proser_fedavg__split02__seed4__d0.5,0,4008790
cifar100_proser_fedavg__split02__seed4__d0.5,1,3290722387
cifar100_proser_fedavg__split02__seed4__d0.5,2,2006761726
cifar100_proser_fedavg__split02__seed4__d0.5,3,2217658748
cifar100_proser_fedavg__split02__seed4__d0.5,4,3416613252
cifar100_proser_fedavg__split02__seed4__d5.0,0,3208749805
cifar100_proser_fedavg__split02__seed4__d5.0,1,1592874944
cifar100_proser_fedavg__split02__seed4__d5.0,2,709369041
cifar100_proser_fedavg__split02__seed4__d5.0,3,4028329110
cifar100_proser_fedavg__split02__seed4__d5.0,4,781940039
cifar100_proser_fedavg__split03__seed0__d0.1,0,2180609716
cifar100_proser_fedavg__split03__seed0__d0.1,1,3477807840
cifar100_proser_fedavg__split03__seed0__d0.1,2,1583467389
cifar100_proser_fedavg__split03__seed0__d0.1,3,2387449939
cifar100_proser_fedavg__split03__seed0__d0.1,4,1591106211
cifar100_proser_fedavg__split03__seed0__d0.5,0,2539222131
cifar100_proser_fedavg__split03__seed0__d0.5,1,3954582725
cifar100_proser_fedavg__split03__seed0__d0.5,2,4273131011
cifar100_proser_fedavg__split03__seed0__d0.5,3,835787881
cifar100_proser_fedavg__split03__seed0__d0.5,4,3925795680
cifar100_proser_fedavg__split03__seed0__d5.0,0,968490040
cifar100_proser_fedavg__split03__seed0__d5.0,1,3615852563
cifar100_proser_fedavg__split03__seed0__d5.0,2,3151491103
cifar100_proser_fedavg__split03__seed0__d5.0,3,742635363
cifar100_proser_fedavg__split03__seed0__d5.0,4,4103058373
cifar100_proser_fedavg__split03__seed1__d0.1,0,1863863768
cifar100_proser_fedavg__split03__seed1__d0.1,1,1527696871
cifar100_proser_fedavg__split03__seed1__d0.1,2,4249561317
cifar100_proser_fedavg__split03__seed1__d0.1,3,2816098615
cifar100_proser_fedavg__split03__seed1__d0.1,4,147991804
cifar100_proser_fedavg__split03__seed1__d0.5,0,2688518641
cifar100_proser_fedavg__split03__seed1__d0.5,1,2461787538
cifar100_proser_fedavg__split03__seed1__d0.5,2,104749528
cifar100_proser_fedavg__split03__seed1__d0.5,3,560452874
cifar100_proser_fedavg__split03__seed1__d0.5,4,3503329711
cifar100_proser_fedavg__split03__seed1__d5.0,0,1639392179
cifar100_proser_fedavg__split03__seed1__d5.0,1,4262689342
cifar100_proser_fedavg__split03__seed1__d5.0,2,3665755136
cifar100_proser_fedavg__split03__seed1__d5.0,3,4011723799
cifar100_proser_fedavg__split03__seed1__d5.0,4,4033777107
cifar100_proser_fedavg__split03__seed2__d0.1,0,878005188
cifar100_proser_fedavg__split03__seed2__d0.1,1,2245804421
cifar100_proser_fedavg__split03__seed2__d0.1,2,3155869631
cifar100_proser_fedavg__split03__seed2__d0.1,3,617813666
cifar100_proser_fedavg__split03__seed2__d0.1,4,2340821698
cifar100_proser_fedavg__split03__seed2__d0.5,0,344561648
cifar100_proser_fedavg__split03__seed2__d0.5,1,1059981679
cifar100_proser_fedavg__split03__seed2__d0.5,2,667055484
cifar100_proser_fedavg__split03__seed2__d0.5,3,2574386193
cifar100_proser_fedavg__split03__seed2__d0.5,4,2198641380
cifar100_proser_fedavg__split03__seed2__d5.0,0,3033848046
cifar100_proser_fedavg__split03__seed2__d5.0,1,2147520816
cifar100_proser_fedavg__split03__seed2__d5.0,2,4180651066
cifar100_proser_fedavg__split03__seed2__d5.0,3,2230384081
cifar100_proser_fedavg__split03__seed2__d5.0,4,1064919986
cifar100_proser_fedavg__split03__seed3__d0.1,0,1279679818
cifar100_proser_fedavg__split03__seed3__d0.1,1,542168759
cifar100_proser_fedavg__split03__seed3__d0.1,2,1234857083
cifar100_proser_fedavg__split03__seed3__d0.1,3,932387921
cifar100_proser_fedavg__split03__seed3__d0.1,4,2760470334
cifar100_proser_fedavg__split03__seed3__d0.5,0,4222023767
cifar100_proser_fedavg__split03__seed3__d0.5,1,499712900
cifar100_proser_fedavg__split03__seed3__d0.5,2,4251439291
cifar100_proser_fedavg__split03__seed3__d0.5,3,842290667
cifar100_proser_fedavg__split03__seed3__d0.5,4,3545538414
cifar100_proser_fedavg__split03__seed3__d5.0,0,3928208880
cifar100_proser_fedavg__split03__seed3__d5.0,1,2427606710
cifar100_proser_fedavg__split03__seed3__d5.0,2,2727763841
cifar100_proser_fedavg__split03__seed3__d5.0,3,2653955867
cifar100_proser_fedavg__split03__seed3__d5.0,4,2128098579
cifar100_proser_fedavg__split03__seed4__d0.1,0,4088036778
cifar100_proser_fedavg__split03__seed4__d0.1,1,2911284153
cifar100_proser_fedavg__split03__seed4__d0.1,2,2888627371
cifar100_proser_fedavg__split03__seed4__d0.1,3,807530802
cifar100_proser_fedavg__split03__seed4__d0.1,4,207581468
cifar100_proser_fedavg__split03__seed4__d0.5,0,1730859118
cifar100_proser_fedavg__split03__seed4__d0.5,1,1954600990
cifar100_proser_fedavg__split03__seed4__d0.5,2,4162684700
cifar100_proser_fedavg__split03__seed4__d0.5,3,2357474867
cifar100_proser_fedavg__split03__seed4__d0.5,4,661858797
cifar100_proser_fedavg__split03__seed4__d5.0,0,1234534337
cifar100_proser_fedavg__split03__seed4__d5.0,1,4209080345
cifar100_proser_fedavg__split03__seed4__d5.0,2,2461054025
cifar100_proser_fedavg__split03__seed4__d5.0,3,108665739
cifar100_proser_fedavg__split03__seed4__d5.0,4,3822789475
cifar100_proser_fedavg__split04__seed0__d0.1,0,3975294850
cifar100_proser_fedavg__split04__seed0__d0.1,1,411372677
cifar100_proser_fedavg__split04__seed0__d0.1,2,4102658023
cifar100_proser_fedavg__split04__seed0__d0.1,3,570834386
cifar100_proser_fedavg__split04__seed0__d0.1,4,3258780899
cifar100_proser_fedavg__split04__seed0__d0.5,0,418050995
cifar100_proser_fedavg__split04__seed0__d0.5,1,1660998188
cifar100_proser_fedavg__split04__seed0__d0.5,2,2376506641
cifar100_proser_fedavg__split04__seed0__d0.5,3,687340523
cifar100_proser_fedavg__split04__seed0__d0.5,4,1907756683
cifar100_proser_fedavg__split04__seed0__d5.0,0,3949858129
cifar100_proser_fedavg__split04__seed0__d5.0,1,1818757420
cifar100_proser_fedavg__split04__seed0__d5.0,2,3730919967
cifar100_proser_fedavg__split04__seed0__d5.0,3,3110709585
cifar100_proser_fedavg__split04__seed0__d5.0,4,2050149717
cifar100_proser_fedavg__split04__seed1__d0.1,0,2170149851
cifar100_proser_fedavg__split04__seed1__d0.1,1,2537445459
cifar100_proser_fedavg__split04__seed1__d0.1,2,2448058844
cifar100_proser_fedavg__split04__seed1__d0.1,3,2659495773
cifar100_proser_fedavg__split04__seed1__d0.1,4,769396980
cifar100_proser_fedavg__split04__seed1__d0.5,0,2167077975
cifar100_proser_fedavg__split04__seed1__d0.5,1,3597645898
cifar100_proser_fedavg__split04__seed1__d0.5,2,2331662676
cifar100_proser_fedavg__split04__seed1__d0.5,3,1677920047
cifar100_proser_fedavg__split04__seed1__d0.5,4,3583796540
cifar100_proser_fedavg__split04__seed1__d5.0,0,3217789744
cifar100_proser_fedavg__split04__seed1__d5.0,1,162294325
cifar100_proser_fedavg__split04__seed1__d5.0,2,1632454584
cifar100_proser_fedavg__split04__seed1__d5.0,3,2331783098
cifar100_proser_fedavg__split04__seed1__d5.0,4,2993565833
cifar100_proser_fedavg__split04__seed2__d0.1,0,39431531
cifar100_proser_fedavg__split04__seed2__d0.1,1,2219936001
cifar100_proser_fedavg__split04__seed2__d0.1,2,4281523022
cifar100_proser_fedavg__split04__seed2__d0.1,3,4274062017
cifar100_proser_fedavg__split04__seed2__d0.1,4,1852479772
cifar100_proser_fedavg__split04__seed2__d0.5,0,3826794416
cifar100_proser_fedavg__split04__seed2__d0.5,1,4014976683
cifar100_proser_fedavg__split04__seed2__d0.5,2,2346405053
cifar100_proser_fedavg__split04__seed2__d0.5,3,1680174246
cifar100_proser_fedavg__split04__seed2__d0.5,4,2975520547
cifar100_proser_fedavg__split04__seed2__d5.0,0,3148572838
cifar100_proser_fedavg__split04__seed2__d5.0,1,3170575738
cifar100_proser_fedavg__split04__seed2__d5.0,2,1467238085
cifar100_proser_fedavg__split04__seed2__d5.0,3,487606192
cifar100_proser_fedavg__split04__seed2__d5.0,4,1330331515
cifar100_proser_fedavg__split04__seed3__d0.1,0,2414416665
cifar100_proser_fedavg__split04__seed3__d0.1,1,1406070207
cifar100_proser_fedavg__split04__seed3__d0.1,2,1168091781
cifar100_proser_fedavg__split04__seed3__d0.1,3,20843030
cifar100_proser_fedavg__split04__seed3__d0.1,4,95528604
cifar100_proser_fedavg__split04__seed3__d0.5,0,2786306717
cifar100_proser_fedavg__split04__seed3__d0.5,1,3852718159
cifar100_proser_fedavg__split04__seed3__d0.5,2,3165643137
cifar100_proser_fedavg__split04__seed3__d0.5,3,2317118241
cifar100_proser_fedavg__split04__seed3__d0.5,4,2353774193
cifar100_proser_fedavg__split04__seed3__d5.0,0,3323404057
cifar100_proser_fedavg__split04__seed3__d5.0,1,1474906859
cifar100_proser_fedavg__split04__seed3__d5.0,2,2855390973
cifar100_proser_fedavg__split04__seed3__d5.0,3,2859123752
cifar100_proser_fedavg__split04__seed3__d5.0,4,26619643
cifar100_proser_fedavg__split04__seed4__d0.1,0,2989589432
cifar100_proser_fedavg__split04__seed4__d0.1,1,2570332989
cifar100_proser_fedavg__split04__seed4__d0.1,2,1077081336
cifar100_proser_fedavg__split04__seed4__d0.1,3,1333310521
cifar100_proser_fedavg__split04__seed4__d0.1,4,3531098074
cifar100_proser_fedavg__split04__seed4__d0.5,0,425042875
cifar100_proser_fedavg__split04__seed4__d0.5,1,3923776611
cifar100_proser_fedavg__split04__seed4__d0.5,2,601663812
cifar100_proser_fedavg__split04__seed4__d0.5,3,791680411
cifar100_proser_fedavg__split04__seed4__d0.5,4,2613409509
cifar100_proser_fedavg__split04__seed4__d5.0,0,3815170666
cifar100_proser_fedavg__split04__seed4__d5.0,1,933611972
cifar100_proser_fedavg__split04__seed4__d5.0,2,314906059
cifar100_proser_fedavg__split04__seed4__d5.0,3,1805651611
cifar100_proser_fedavg__split04__seed4__d5.0,4,3524156584
cifar100_proser_fedavg__split05__seed0__d0.1,0,1395641039
cifar100_proser_fedavg__split05__seed0__d0.1,1,162962742
cifar100_proser_fedavg__split05__seed0__d0.1,2,2864470649
cifar100_proser_fedavg__split05__seed0__d0.1,3,3739309898
cifar100_proser_fedavg__split05__seed0__d0.1,4,1724700792
cifar100_proser_fedavg__split05__seed0__d0.5,0,1137400521
cifar100_proser_fedavg__split05__seed0__d0.5,1,2917650321
cifar100_proser_fedavg__split05__seed0__d0.5,2,529972236
cifar100_proser_fedavg__split05__seed0__d0.5,3,3131102465
cifar100_proser_fedavg__split05__seed0__d0.5,4,472174135
cifar100_proser_fedavg__split05__seed0__d5.0,0,2567042589
cifar100_proser_fedavg__split05__seed0__d5.0,1,2477400737
cifar100_proser_fedavg__split05__seed0__d5.0,2,2729594928
cifar100_proser_fedavg__split05__seed0__d5.0,3,112881962
cifar100_proser_fedavg__split05__seed0__d5.0,4,2818642977
cifar100_proser_fedavg__split05__seed1__d0.1,0,1317483844
cifar100_proser_fedavg__split05__seed1__d0.1,1,3727539110
cifar100_proser_fedavg__split05__seed1__d0.1,2,3228671665
cifar100_proser_fedavg__split05__seed1__d0.1,3,2352222919
cifar100_proser_fedavg__split05__seed1__d0.1,4,1967078787
cifar100_proser_fedavg__split05__seed1__d0.5,0,1048097963
cifar100_proser_fedavg__split05__seed1__d0.5,1,3026607912
cifar100_proser_fedavg__split05__seed1__d0.5,2,528933427
cifar100_proser_fedavg__split05__seed1__d0.5,3,2588853142
cifar100_proser_fedavg__split05__seed1__d0.5,4,1067186346
cifar100_proser_fedavg__split05__seed1__d5.0,0,2234859721
cifar100_proser_fedavg__split05__seed1__d5.0,1,2166843879
cifar100_proser_fedavg__split05__seed1__d5.0,2,1127244976
cifar100_proser_fedavg__split05__seed1__d5.0,3,2097804588
cifar100_proser_fedavg__split05__seed1__d5.0,4,1087336179
cifar100_proser_fedavg__split05__seed2__d0.1,0,1394035442
cifar100_proser_fedavg__split05__seed2__d0.1,1,2875663775
cifar100_proser_fedavg__split05__seed2__d0.1,2,2667706047
cifar100_proser_fedavg__split05__seed2__d0.1,3,60134198
cifar100_proser_fedavg__split05__seed2__d0.1,4,2887593290
cifar100_proser_fedavg__split05__seed2__d0.5,0,1566099283
cifar100_proser_fedavg__split05__seed2__d0.5,1,178204734
cifar100_proser_fedavg__split05__seed2__d0.5,2,2087306920
cifar100_proser_fedavg__split05__seed2__d0.5,3,881023075
cifar100_proser_fedavg__split05__seed2__d0.5,4,2870303279
cifar100_proser_fedavg__split05__seed2__d5.0,0,4225589418
cifar100_proser_fedavg__split05__seed2__d5.0,1,2059040004
cifar100_proser_fedavg__split05__seed2__d5.0,2,3224968052
cifar100_proser_fedavg__split05__seed2__d5.0,3,3640944305
cifar100_proser_fedavg__split05__seed2__d5.0,4,679950528
cifar100_proser_fedavg__split05__seed3__d0.1,0,1077984657
cifar100_proser_fedavg__split05__seed3__d0.1,1,210317620
cifar100_proser_fedavg__split05__seed3__d0.1,2,152405927
cifar100_proser_fedavg__split05__seed3__d0.1,3,2238126311
cifar100_proser_fedavg__split05__seed3__d0.1,4,1684755204
cifar100_proser_fedavg__split05__seed3__d0.5,0,3867384714
cifar100_proser_fedavg__split05__seed3__d0.5,1,132876001
cifar100_proser_fedavg__split05__seed3__d0.5,2,3688946966
cifar100_proser_fedavg__split05__seed3__d0.5,3,1849038218
cifar100_proser_fedavg__split05__seed3__d0.5,4,1962462012
cifar100_proser_fedavg__split05__seed3__d5.0,0,3955299685
cifar100_proser_fedavg__split05__seed3__d5.0,1,1692647195
cifar100_proser_fedavg__split05__seed3__d5.0,2,401668250
cifar100_proser_fedavg__split05__seed3__d5.0,3,866610383
cifar100_proser_fedavg__split05__seed3__d5.0,4,3039408136
cifar100_proser_fedavg__split05__seed4__d0.1,0,2327723813
cifar100_proser_fedavg__split05__seed4__d0.1,1,1133637861
cifar100_proser_fedavg__split05__seed4__d0.1,2,733623004
cifar100_proser_fedavg__split05__seed4__d0.1,3,1690682390
cifar100_proser_fedavg__split05__seed4__d0.1,4,3804488137
